xflr5 v6.42

 Calculated polar for: NACA 6508

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  3.500, 0.6624, 0.05222, 0.04127,-0.1400,0.9221,1.0000,-0.6782, 0.0000, 0.4573
  3.600, 0.6672, 0.05270, 0.04176,-0.1396,0.9174,1.0000,-0.6815, 0.0000, 0.4550
  3.700, 0.6818, 0.05331, 0.04239,-0.1407,0.9129,1.0000,-0.6917, 0.0000, 0.4521
  3.800, 0.6967, 0.05394, 0.04302,-0.1418,0.9079,1.0000,-0.7028, 0.0000, 0.4492
  3.900, 0.6993, 0.05442, 0.04352,-0.1410,0.9031,1.0000,-0.7049, 0.0000, 0.4472
  4.000, 0.7133, 0.05500, 0.04411,-0.1420,0.8983,1.0000,-0.7153, 0.0000, 0.4445
  4.100, 0.7295, 0.05563, 0.04475,-0.1433,0.8933,1.0000,-0.7279, 0.0000, 0.4417
  4.200, 0.7305, 0.05614, 0.04528,-0.1423,0.8886,1.0000,-0.7292, 0.0000, 0.4399
  4.300, 0.7436, 0.05671, 0.04587,-0.1431,0.8837,1.0000,-0.7396, 0.0000, 0.4375
  4.400, 0.7612, 0.05732, 0.04650,-0.1445,0.8787,1.0000,-0.7543, 0.0000, 0.4348
  4.500, 0.7610, 0.05785, 0.04706,-0.1433,0.8736,1.0000,-0.7550, 0.0000, 0.4332
  4.600, 0.7739, 0.05842, 0.04766,-0.1441,0.8688,1.0000,-0.7662, 0.0000, 0.4309
  4.700, 0.7917, 0.05901, 0.04828,-0.1455,0.8639,1.0000,-0.7819, 0.0000, 0.4283
  4.800, 0.7906, 0.05958, 0.04892,-0.1442,0.8585,1.0000,-0.7826, 0.0000, 0.4269
  4.900, 0.8045, 0.06012, 0.04950,-0.1450,0.8535,1.0000,-0.7960, 0.0000, 0.4247
  5.000, 0.8198, 0.06070, 0.05012,-0.1460,0.8486,1.0000,-0.8162, 0.0000, 0.4224
  5.100, 0.8194, 0.06131, 0.05077,-0.1449,0.8432,1.0000,-0.8287, 0.0000, 0.4210
  5.200, 0.8350, 0.06182, 0.05133,-0.1459,0.8381,1.0000,-0.8713, 0.0000, 0.4188
  5.300, 0.8463, 0.06240, 0.05195,-0.1463,0.8328,1.0000,-0.9101, 0.0000, 0.4168
  5.400, 0.8481, 0.06303, 0.05263,-0.1455,0.8273,1.0000,-0.9297, 0.0000, 0.4154
  5.500, 0.8664, 0.06350, 0.05316,-0.1468,0.8223,1.0000,-0.9875, 0.0000, 0.4131
  5.600, 0.8717, 0.06413, 0.05383,-0.1464,0.8167,1.0000,-1.0189, 0.0000, 0.4115
  5.700, 0.8772, 0.06474, 0.05449,-0.1460,0.8111,1.0000,-1.0509, 0.0000, 0.4100
  5.800, 0.9003, 0.06511, 0.05494,-0.1478,0.8062,1.0000,-1.1266, 0.0000, 0.4076
  5.900, 0.8968, 0.06588, 0.05575,-0.1464,0.8001,1.0000,-1.1389, 0.0000, 0.4064
  6.000, 0.9076, 0.06639, 0.05639,-0.1466,0.7945,1.0000,-1.1916, 0.0000, 0.4047
  6.100, 0.9287, 0.06674, 0.05683,-0.1480,0.7893,1.0000,-1.2747, 0.0000, 0.4024
  6.200, 0.9231, 0.06758, 0.05771,-0.1464,0.7829,1.0000,-1.2810, 0.0000, 0.4015
  6.300, 0.9416, 0.06791, 0.05813,-0.1475,0.7774,1.0000,-1.3580, 0.0000, 0.3994
  6.400, 0.9459, 0.06858, 0.05886,-0.1469,0.7713,1.0000,-1.3940, 0.0000, 0.3980
  6.500, 0.9531, 0.06915, 0.05950,-0.1467,0.7651,1.0000,-1.4413, 0.0000, 0.3964
  6.600, 0.9817, 0.06914, 0.05963,-0.1487,0.7601,1.0000,-1.5672, 0.0000, 0.3938
  6.700, 0.9698, 0.07026, 0.06077,-0.1464,0.7527,1.0000,-1.5523, 0.0000, 0.3933
  6.800, 0.9908, 0.07036, 0.06099,-0.1475,0.7469,1.0000,-1.6539, 0.0000, 0.3911
  6.900, 0.9911, 0.07117, 0.06186,-0.1465,0.7401,1.0000,-1.6820, 0.0000, 0.3899
  7.000, 1.0036, 0.07150, 0.06229,-0.1467,0.7336,1.0000,-1.7551, 0.0000, 0.3881
  7.100, 1.0162, 0.07183, 0.06278,-0.1468,0.7271,1.0000,-1.8292, 0.0000, 0.3863
  7.200, 1.0204, 0.07245, 0.06349,-0.1462,0.7198,1.0000,-1.8724, 0.0000, 0.3850
  7.300, 1.0438, 0.07221, 0.06341,-0.1471,0.7135,1.0000,-1.9925, 0.0000, 0.3825
  7.400, 1.0402, 0.07316, 0.06441,-0.1458,0.7053,1.0000,-2.0096, 0.0000, 0.3816
  7.500, 1.0677, 0.07252, 0.06396,-0.1467,0.6985,1.0000,-2.1639, 0.0000, 0.3787
  7.600, 1.0637, 0.07348, 0.06498,-0.1453,0.6898,1.0000,-2.1794, 0.0000, 0.3778
  7.700, 1.0842, 0.07295, 0.06462,-0.1455,0.6815,1.0000,-2.3067, 0.0000, 0.3752
  7.800, 1.3164, 0.03601, 0.02925,-0.1347,0.5777,1.0000,-3.6098, 0.0000, 0.3428
  7.900, 1.3118, 0.03536, 0.02862,-0.1305,0.5424,1.0000,-3.6334, 0.0000, 0.3397
  8.000, 1.3056, 0.03404, 0.02678,-0.1241,0.4341,1.0000,-3.6388, 0.0000, 0.3351
  8.100, 1.2934, 0.03502, 0.02671,-0.1194,0.3204,1.0000,-3.6187, 0.0000, 0.3322
  8.200, 1.2819, 0.03665, 0.02774,-0.1165,0.2707,1.0000,-3.6013, 0.0000, 0.3306
  8.300, 1.2718, 0.03836, 0.02899,-0.1141,0.2376,1.0000,-3.5849, 0.0000, 0.3292
  8.400, 1.2636, 0.04003, 0.03028,-0.1119,0.2145,1.0000,-3.5732, 0.0000, 0.3279
  8.500, 1.2578, 0.04159, 0.03155,-0.1100,0.1962,1.0000,-3.5683, 0.0000, 0.3267
  8.600, 1.2541, 0.04301, 0.03274,-0.1083,0.1812,1.0000,-3.5723, 0.0000, 0.3254
  8.700, 1.2519, 0.04432, 0.03383,-0.1067,0.1690,1.0000,-3.5855, 0.0000, 0.3242
  8.800, 1.2527, 0.04544, 0.03485,-0.1053,0.1570,1.0000,-3.6066, 0.0000, 0.3229
  8.900, 1.2567, 0.04640, 0.03580,-0.1041,0.1467,1.0000,-3.6357, 0.0000, 0.3215
  9.000, 1.2676, 0.04716, 0.03640,-0.1030,0.1372,1.0000,-3.6860, 0.0000, 0.3199
  9.100, 1.2958, 0.04765, 0.03669,-0.1032,0.1237,1.0000,-3.7914, 0.0000, 0.3182
  9.200, 1.3438, 0.04863, 0.03750,-0.1060,0.1091,1.0000,-3.9530, 0.0000, 0.3173
  9.300, 1.4341, 0.05253, 0.04126,-0.1156,0.0972,1.0000,-4.2033, 0.0000, 0.3188
  9.400, 1.4405, 0.05352, 0.04253,-0.1146,0.0954,1.0000,-4.2398, 0.0000, 0.3176
  9.500, 1.4488, 0.05473, 0.04398,-0.1139,0.0933,1.0000,-4.2837, 0.0000, 0.3166
  9.600, 1.4592, 0.05616, 0.04560,-0.1135,0.0914,1.0000,-4.3345, 0.0000, 0.3156
  9.700, 1.4712, 0.05784, 0.04747,-0.1134,0.0903,1.0000,-4.3830, 0.0000, 0.3147
  9.800, 1.4817, 0.05960, 0.04943,-0.1130,0.0898,1.0000,-4.4218, 0.0000, 0.3138
  9.900, 1.4902, 0.06136, 0.05146,-0.1124,0.0896,1.0000,-4.4517, 0.0000, 0.3129
 10.000, 1.4965, 0.06312, 0.05344,-0.1116,0.0896,1.0000,-4.4731, 0.0000, 0.3119
 10.100, 1.5009, 0.06487, 0.05540,-0.1106,0.0898,1.0000,-4.4871, 0.0000, 0.3108
 10.200, 1.5037, 0.06661, 0.05736,-0.1094,0.0901,1.0000,-4.4953, 0.0000, 0.3098
 10.300, 1.5051, 0.06833, 0.05929,-0.1080,0.0904,1.0000,-4.5001, 0.0000, 0.3087
 10.400, 1.5054, 0.07002, 0.06118,-0.1066,0.0907,1.0000,-4.5028, 0.0000, 0.3076
 10.500, 1.5045, 0.07169, 0.06304,-0.1052,0.0909,1.0000,-4.5034, 0.0000, 0.3066
 10.600, 1.5029, 0.07334, 0.06487,-0.1037,0.0911,1.0000,-4.5021, 0.0000, 0.3055
 10.700, 1.5004, 0.07498, 0.06668,-0.1021,0.0913,1.0000,-4.4989, 0.0000, 0.3045
 10.800, 1.4970, 0.07660, 0.06847,-0.1005,0.0914,1.0000,-4.4937, 0.0000, 0.3035
 10.900, 1.4928, 0.07821, 0.07023,-0.0989,0.0916,1.0000,-4.4865, 0.0000, 0.3024
 11.000, 1.4878, 0.07979, 0.07197,-0.0973,0.0918,1.0000,-4.4774, 0.0000, 0.3014
 11.100, 1.4818, 0.08131, 0.07362,-0.0955,0.0921,1.0000,-4.4664, 0.0000, 0.3004
 11.200, 1.4749, 0.08282, 0.07526,-0.0938,0.0923,1.0000,-4.4526, 0.0000, 0.2994
 11.300, 1.4674, 0.08435, 0.07691,-0.0921,0.0926,1.0000,-4.4373, 0.0000, 0.2984
 11.400, 1.4597, 0.08591, 0.07860,-0.0904,0.0929,1.0000,-4.4211, 0.0000, 0.2975
 11.500, 1.4517, 0.08752, 0.08032,-0.0889,0.0933,1.0000,-4.4039, 0.0000, 0.2967
 11.600, 1.4435, 0.08918, 0.08208,-0.0875,0.0936,1.0000,-4.3861, 0.0000, 0.2959
 11.700, 1.4352, 0.09089, 0.08390,-0.0862,0.0939,1.0000,-4.3677, 0.0000, 0.2953
 11.800, 1.4269, 0.09266, 0.08577,-0.0850,0.0943,1.0000,-4.3490, 0.0000, 0.2947
 11.900, 1.4187, 0.09450, 0.08770,-0.0840,0.0946,1.0000,-4.3300, 0.0000, 0.2941
 12.000, 1.4106, 0.09640, 0.08969,-0.0830,0.0950,1.0000,-4.3111, 0.0000, 0.2937
 12.100, 1.4028, 0.09837, 0.09174,-0.0823,0.0954,1.0000,-4.2925, 0.0000, 0.2933
 12.200, 1.3954, 0.10042, 0.09387,-0.0816,0.0957,1.0000,-4.2745, 0.0000, 0.2930
 12.300, 1.3886, 0.10256, 0.09607,-0.0811,0.0961,1.0000,-4.2579, 0.0000, 0.2928
 12.400, 1.3827, 0.10479, 0.09836,-0.0807,0.0964,1.0000,-4.2434, 0.0000, 0.2927
 12.500, 1.3784, 0.10714, 0.10077,-0.0804,0.0968,1.0000,-4.2329, 0.0000, 0.2925
 12.600, 1.3778, 0.10976, 0.10342,-0.0803,0.0972,1.0000,-4.2326, 0.0000, 0.2923
 12.700, 1.3412, 0.11102, 0.10495,-0.0801,0.0993,1.0000,-4.0946, 0.0000, 0.2936
 12.800, 1.2908, 0.11582, 0.10998,-0.0829,0.1031,1.0000,-3.8564, 0.0000, 0.2980
 12.900, 1.2725, 0.11949, 0.11366,-0.0847,0.1043,1.0000,-3.7714, 0.0000, 0.3002
 13.000, 1.2570, 0.12322, 0.11744,-0.0866,0.1054,1.0000,-3.6950, 0.0000, 0.3024
 13.100, 1.2435, 0.12700, 0.12125,-0.0887,0.1064,1.0000,-3.6239, 0.0000, 0.3047
 13.200, 1.2322, 0.13076, 0.12503,-0.0907,0.1074,1.0000,-3.5596, 0.0000, 0.3069
 13.300, 1.2247, 0.13425, 0.12853,-0.0924,0.1086,1.0000,-3.5109, 0.0000, 0.3086
 13.400, 1.2248, 0.13692, 0.13121,-0.0928,0.1099,1.0000,-3.5019, 0.0000, 0.3089
 13.500, 1.2426, 0.13801, 0.13229,-0.0905,0.1113,1.0000,-3.5844, 0.0000, 0.3058
 13.600, 0.9193, 0.13219, 0.12673,-0.0766,0.1235,1.0000,-2.4606, 0.0000, 0.3181
 13.700, 0.9180, 0.13446, 0.12900,-0.0772,0.1245,1.0000,-2.4374, 0.0000, 0.3188
 13.800, 0.9185, 0.13646, 0.13101,-0.0775,0.1252,1.0000,-2.4258, 0.0000, 0.3190
 13.900, 0.9202, 0.13834, 0.13289,-0.0776,0.1258,1.0000,-2.4214, 0.0000, 0.3188
 14.200, 1.0993, 0.19894, 0.19285,-0.1451,0.2698,1.0000,-1.9945, 0.0000, 0.3655
 14.300, 1.0979, 0.20018, 0.19408,-0.1459,0.2663,1.0000,-1.9814, 0.0000, 0.3663
 14.400, 1.1020, 0.20194, 0.19585,-0.1461,0.2631,1.0000,-1.9844, 0.0000, 0.3659
 14.500, 1.1205, 0.20564, 0.19962,-0.1446,0.2593,1.0000,-2.0473, 0.0000, 0.3622
 14.600, 1.1217, 0.20782, 0.20178,-0.1453,0.2579,1.0000,-2.0445, 0.0000, 0.3625
 14.700, 1.1091, 0.20743, 0.20133,-0.1475,0.2553,1.0000,-1.9909, 0.0000, 0.3658
 14.800, 1.1074, 0.20836, 0.20226,-0.1484,0.2509,1.0000,-1.9801, 0.0000, 0.3667
 14.900, 1.1135, 0.21023, 0.20414,-0.1483,0.2472,1.0000,-2.0014, 0.0000, 0.3657
 15.000, 1.1239, 0.21311, 0.20711,-0.1478,0.2450,1.0000,-2.0365, 0.0000, 0.3639
 15.100, 1.1391, 0.21766, 0.21171,-0.1469,0.2436,1.0000,-2.0854, 0.0000, 0.3612
 15.200, 1.1243, 0.21654, 0.21051,-0.1495,0.2419,1.0000,-2.0213, 0.0000, 0.3651
 15.300, 1.1178, 0.21658, 0.21051,-0.1513,0.2375,1.0000,-1.9895, 0.0000, 0.3672
 15.400, 1.1206, 0.21808, 0.21202,-0.1517,0.2343,1.0000,-1.9950, 0.0000, 0.3671
 15.500, 1.1270, 0.22017, 0.21414,-0.1516,0.2317,1.0000,-2.0154, 0.0000, 0.3661
 15.600, 1.1389, 0.22365, 0.21766,-0.1508,0.2296,1.0000,-2.0571, 0.0000, 0.3639
 15.700, 1.1458, 0.22695, 0.22096,-0.1508,0.2282,1.0000,-2.0743, 0.0000, 0.3630
 15.800, 1.1320, 0.22524, 0.21919,-0.1538,0.2255,1.0000,-2.0099, 0.0000, 0.3670
 15.900, 1.1310, 0.22601, 0.21995,-0.1550,0.2215,1.0000,-1.9981, 0.0000, 0.3680
 16.000, 1.1352, 0.22767, 0.22162,-0.1552,0.2184,1.0000,-2.0095, 0.0000, 0.3675
 16.100, 1.1441, 0.23030, 0.22428,-0.1547,0.2157,1.0000,-2.0412, 0.0000, 0.3658
 16.200, 1.1589, 0.23544, 0.22946,-0.1533,0.2134,1.0000,-2.0939, 0.0000, 0.3628
 16.300, 1.1480, 0.23397, 0.22793,-0.1561,0.2120,1.0000,-2.0376, 0.0000, 0.3663
 16.400, 1.1435, 0.23387, 0.22780,-0.1581,0.2083,1.0000,-2.0080, 0.0000, 0.3683
 16.500, 1.1466, 0.23520, 0.22914,-0.1585,0.2043,1.0000,-2.0145, 0.0000, 0.3682
 16.600, 1.1599, 0.23874, 0.23274,-0.1569,0.2002,1.0000,-2.0716, 0.0000, 0.3650
 16.700, 1.1657, 0.24190, 0.23589,-0.1569,0.1982,1.0000,-2.0862, 0.0000, 0.3642
 16.800, 1.1579, 0.24082, 0.23477,-0.1596,0.1965,1.0000,-2.0378, 0.0000, 0.3673
 16.900, 1.1560, 0.24113, 0.23506,-0.1612,0.1927,1.0000,-2.0182, 0.0000, 0.3687
 17.000, 1.1605, 0.24265, 0.23659,-0.1614,0.1885,1.0000,-2.0328, 0.0000, 0.3681
 17.100, 1.1867, 0.25105, 0.24512,-0.1572,0.1841,1.0000,-2.1491, 0.0000, 0.3614
 17.200, 1.1777, 0.24936, 0.24335,-0.1600,0.1835,1.0000,-2.0955, 0.0000, 0.3646
 17.300, 1.1704, 0.24808, 0.24203,-0.1629,0.1817,1.0000,-2.0459, 0.0000, 0.3677
 17.400, 1.1692, 0.24846, 0.24239,-0.1645,0.1783,1.0000,-2.0264, 0.0000, 0.3690
 17.500, 1.1722, 0.24981, 0.24374,-0.1651,0.1752,1.0000,-2.0305, 0.0000, 0.3690
 17.600, 1.1781, 0.25185, 0.24580,-0.1650,0.1725,1.0000,-2.0505, 0.0000, 0.3680
 17.700, 1.1915, 0.25670, 0.25072,-0.1631,0.1701,1.0000,-2.1082, 0.0000, 0.3647
 17.800, 1.1958, 0.25965, 0.25366,-0.1635,0.1690,1.0000,-2.1126, 0.0000, 0.3644
 17.900, 1.1886, 0.25789, 0.25185,-0.1665,0.1679,1.0000,-2.0603, 0.0000, 0.3675
 18.000, 1.1858, 0.25760, 0.25153,-0.1688,0.1652,1.0000,-2.0285, 0.0000, 0.3696
 18.100, 1.1875, 0.25863, 0.25256,-0.1698,0.1623,1.0000,-2.0227, 0.0000, 0.3700
 18.200, 1.1915, 0.26018, 0.25413,-0.1702,0.1596,1.0000,-2.0310, 0.0000, 0.3697
 18.300, 1.1980, 0.26256, 0.25653,-0.1698,0.1573,1.0000,-2.0555, 0.0000, 0.3684
 18.400, 1.2171, 0.27101, 0.26512,-0.1665,0.1549,1.0000,-2.1426, 0.0000, 0.3634
 18.500, 1.2129, 0.27010, 0.26415,-0.1689,0.1544,1.0000,-2.1034, 0.0000, 0.3656
 18.600, 1.2074, 0.26834, 0.26234,-0.1719,0.1534,1.0000,-2.0545, 0.0000, 0.3685
 18.700, 1.2052, 0.26796, 0.26194,-0.1742,0.1512,1.0000,-2.0217, 0.0000, 0.3704
 18.800, 1.2066, 0.26884, 0.26282,-0.1754,0.1485,1.0000,-2.0119, 0.0000, 0.3711
 18.900, 1.2099, 0.27022, 0.26421,-0.1761,0.1460,1.0000,-2.0148, 0.0000, 0.3710
 19.000, 1.2148, 0.27211, 0.26611,-0.1762,0.1438,1.0000,-2.0331, 0.0000, 0.3703
 19.100, 1.2241, 0.27602, 0.27007,-0.1748,0.1415,1.0000,-2.0942, 0.0000, 0.3679
 19.200, 1.2340, 0.28189, 0.27596,-0.1736,0.1401,1.0000,-2.1484, 0.0000, 0.3657
 19.300, 1.2295, 0.28003, 0.27406,-0.1765,0.1395,1.0000,-2.1008, 0.0000, 0.3683
 19.400, 1.2266, 0.27887, 0.27287,-0.1792,0.1382,1.0000,-2.0597, 0.0000, 0.3706
 19.500, 1.2267, 0.27908, 0.27306,-0.1811,0.1358,1.0000,-2.0414, 0.0000, 0.3719
 19.600, 1.2290, 0.28013, 0.27411,-0.1821,0.1332,1.0000,-2.0435, 0.0000, 0.3722
 19.700, 1.2328, 0.28161, 0.27561,-0.1826,0.1307,1.0000,-2.0604, 0.0000, 0.3719
 19.800, 1.2391, 0.28412, 0.27815,-0.1820,0.1282,1.0000,-2.1024, 0.0000, 0.3706
 19.900, 1.2549, 0.29349, 0.28757,-0.1785,0.1258,1.0000,-2.2131, 0.0000, 0.3659
 20.000, 1.2513, 0.29152, 0.28556,-0.1813,0.1254,1.0000,-2.1675, 0.0000, 0.3682
 20.100, 1.2486, 0.28997, 0.28398,-0.1841,0.1247,1.0000,-2.1240, 0.0000, 0.3705
 20.200, 1.2477, 0.28939, 0.28339,-0.1865,0.1231,1.0000,-2.0919, 0.0000, 0.3723
 20.300, 1.2491, 0.28999, 0.28398,-0.1881,0.1208,1.0000,-2.0814, 0.0000, 0.3732
 20.400, 1.2518, 0.29114, 0.28514,-0.1890,0.1185,1.0000,-2.0856, 0.0000, 0.3734
 20.500, 1.2554, 0.29262, 0.28663,-0.1895,0.1164,1.0000,-2.1004, 0.0000, 0.3731
 20.600, 1.2602, 0.29464, 0.28867,-0.1895,0.1146,1.0000,-2.1274, 0.0000, 0.3724
 20.700, 1.2672, 0.29828, 0.29235,-0.1886,0.1130,1.0000,-2.1766, 0.0000, 0.3706
 20.800, 1.2806, 0.30810, 0.30221,-0.1858,0.1116,1.0000,-2.2678, 0.0000, 0.3668
 20.900, 1.2780, 0.30592, 0.30000,-0.1885,0.1114,1.0000,-2.2242, 0.0000, 0.3689
 21.000, 1.2761, 0.30415, 0.29820,-0.1912,0.1109,1.0000,-2.1823, 0.0000, 0.3710


